arch_idx,cifar10,cifar100,ImageNet16-120
188,88.4,60.25999995117188,34.499999933878584
189,93.3,69.99999998779298,43.56666665649414
190,90.04,64.12000004882813,34.833333333333336
191,91.09,66.02000001220703,37.799999938964845
192,91.84,67.9400000366211,38.56666666666667
193,88.49,59.33999995727539,21.89999996439616
194,92.1,66.96000006103516,39.366666544596356
195,89.91,64.17999998168945,33.79999989827474
196,86.21,57.81999997558594,27.63333326212565
197,91.25,67.22000000610352,37.366666615804036
198,92.24,66.72000003662109,39.79999996948242
199,80.28,49.73999996948242,20.533333292643228
200,86.67,58.39999993896485,27.433333277384442
201,86.23,58.579999981689454,27.733333353678386
204,92.49,67.90000006103516,41.13333323160807
205,92.02,67.50000002441406,40.10000006103515
206,91.87,66.96000006103516,38.99999993896484
207,91.22,66.21999995117187,38.19999994913737
208,78.28,41.54,20.700000005086263
209,91.41,66.71999996337891,37.83333337402344
210,75.98,45.67999995727539,15.733333333333333
211,92.53,69.69999993896485,41.13333321126302
212,93.18,69.50000006103515,44.46666655476888
213,91.94,67.16,38.26666657511393
214,93.01,69.03999995117188,42.699999857584636
215,76.23,45.85999994506836,15.933333287556966
216,82.17,53.07999998779297,20.166666625976564
217,91.3,66.33999987792969,37.300000061035156
218,90.81,66.27999995117187,37.83333326721191
219,93.09,69.63999993896485,43.23333323160807
220,87.23,57.539999981689455,31.499999857584637
221,91.03,65.27999993896485,36.4333332010905
222,88.75,62.05999998779297,32.56666660054525
223,69.17,37.73999993286133,12.933333320617676
225,10.0,0.9999999984741211,0.8333333320617676
226,87.19,59.27999995727539,29.533333282470704
228,92.69,68.25999995117188,41.633333190917966
229,86.1,59.319999969482424,27.533333287556967
230,89.44,64.49999993896485,34.13333329264323
231,86.66,54.79999997558594,28.400000030517578
232,70.42,40.37999997558594,13.633333287556965
233,10.0,0.9999999996185303,0.8333333326975505
234,90.01,64.16,36.23333335367838
235,93.22,69.51999990234376,44.66666651407878
236,88.51,61.55999999389648,32.10000001017253
237,92.57,68.75999995117188,41.39999997965495
238,92.26,68.33999990234375,39.900000030517575
239,52.72,10.52000000152588,12.466666638692221
240,80.23,50.63999993286133,20.333333282470704
241,92.3,67.29999996337891,38.16666663614909
242,92.59,69.37999990234376,41.200000061035155
243,86.49,58.39999998779297,28.79999993387858
244,93.49,70.6,46.26666667683919
245,86.27,55.0,27.433333287556966
246,91.7,67.03999987792969,39.066666697184246
247,84.49,49.36000001220703,22.233333338419595
248,93.11,69.61999993896484,43.366666687011715
249,91.92,68.86000000610352,44.10000006103515
250,93.89,70.12000004882813,43.866666727701826
251,86.46,58.27999995727539,25.86666655476888
252,93.2,69.55999998779296,41.89999994913737
253,89.04,64.11999997558594,33.76666657511393
254,89.88,64.67999998168945,36.399999959309895
255,89.46,62.859999926757816,33.933333170572915
256,92.88,68.73999993896484,43.499999979654945
257,88.39,61.60000004882812,30.9333332417806
258,93.54,70.40000002441407,44.76666665649414
259,88.6,62.819999914550785,35.333333333333336
260,86.23,54.79999995727539,25.266666666666666
262,83.55,55.22000001831055,21.766666610717774
263,92.15,67.75999997558594,38.99999989827474
264,91.57,67.47999995117188,39.933333292643226
266,85.39,58.45999989013672,16.833333282470704
267,90.89,67.34000003662109,39.233333272298175
269,92.34,66.80000002441406,40.06666667683919
270,87.96,61.97999991455078,29.466666661580405
271,85.61,54.54000001220703,26.133333267211913
272,91.0,65.03999993896484,35.400000020345054
273,92.22,66.87999993896484,38.96666653442383
275,86.19,58.89999996948242,28.09999997965495
276,83.66,54.39999993286133,12.500000010172526
278,86.67,57.79999997558594,28.133333333333333
279,90.9,65.08000006103515,37.766666666666666
280,80.73,50.499999981689456,21.26666664123535
281,92.56,67.85999991455078,41.600000040690105
282,91.45,66.42000000610352,38.800000010172525
283,92.69,68.42000004882813,43.16666667683919
284,88.73,61.76000001220703,32.59999996439616
285,92.85,69.03999992675782,43.13333334350586
286,87.67,57.819999969482424,31.699999888102212
287,91.53,66.8199999633789,37.49999991861979
288,92.61,67.65999991455078,40.3
289,90.24,64.19999991455079,37.033333374023435
290,88.91,62.85999995117187,33.9666665242513
291,89.9,66.64000002441406,38.73333321126302
292,91.25,66.77999999389648,38.06666660563151
294,91.89,67.75999995117188,39.2333332417806
295,93.58,70.77999996948242,43.29999989827474
296,89.7,64.31999999389649,33.666666524251305
297,51.57,10.419999989318848,10.133333325703939
298,88.6,62.37999998168945,32.300000010172525
299,90.89,65.89999992675781,36.79999983723958
300,89.4,65.86000002441406,36.36666665649414
302,83.43,48.439999975585934,22.13333327738444
303,89.88,65.63999991455078,37.133333312988285
304,88.52,61.37999997558594,20.299999954223633
305,79.37,50.1,19.233333300272623
306,73.9,44.959999963378905,15.433333323160808
308,91.65,67.45999993896484,38.7333332417806
309,89.11,63.14000001220703,31.5666666208903
310,91.99,66.54000001220703,38.59999987792969
311,88.74,62.90000000610352,33.93333326212565
312,90.09,62.01999998168945,36.13333330281576
313,76.19,47.25999995117188,15.09999996693929
314,91.92,67.18000004882812,39.26666650390625
315,86.77,57.91999997558594,20.033333338419595
316,91.84,68.20000002441407,40.433333231608074
317,87.77,58.320000024414064,32.76666664632162
318,92.97,68.20000002441407,41.79999990844727
319,86.44,53.69999992675781,26.066666666666666
320,90.09,64.47999998779297,36.80000005086263
321,89.57,63.97999998779297,32.83333339436849
322,93.51,70.91999997558594,44.06666672770182
323,89.21,61.71999999389649,32.69999999491374
324,82.76,53.87999993286133,18.733333353678386
325,91.34,66.93999991455078,36.133333251953125
326,93.38,69.67999986572265,43.99999986775716
327,90.39,65.3399999633789,34.599999918619794
328,92.17,67.41999998168946,41.933333170572915
329,88.83,63.79999995117188,32.89999994913737
330,83.07,52.99999992675781,21.93333329264323
331,86.81,54.08000001831055,27.499999908447265
332,79.98,49.77999992675781,21.000000015258788
333,89.14,63.00000001220703,34.69999996948242
334,76.13,46.119999926757814,16.033333267211916
335,91.14,67.06000006103515,38.53333317057292
336,91.04,65.33999993896484,38.23333319091797
337,88.56,61.33999997558594,34.8333332010905
338,90.4,66.72000001220704,35.73333336385091
339,90.58,64.16000002441406,38.19999990844727
340,90.08,64.85999991455078,33.466666564941406
341,81.08,51.49999995727539,19.433333300272622
342,88.4,63.81999999389649,33.86666669718424
343,82.62,53.66000001220703,20.833333287556965
344,91.77,63.83999998168945,25.766666651407878
345,62.2,34.599999957275394,14.33333332824707
346,88.95,61.66000002441406,32.766666631062826
347,88.61,63.299999993896485,32.80000002034505
348,87.34,61.15999998779297,26.799999908447266
349,87.2,58.05999994506836,30.199999888102212
350,93.0,69.33999990234375,41.13333321126302
351,92.48,70.11999995117188,43.299999938964845
352,93.59,70.86000003662109,45.3
353,84.45,54.55999995727539,26.499999979654948
354,89.84,64.46,33.49999987792969
355,92.97,69.81999995117188,42.16666651407878
356,92.66,67.73999997558593,41.300000061035156
357,86.97,55.87999992675781,29.09999991861979
358,92.2,67.9000000366211,37.599999989827474
359,88.4,62.759999938964846,32.866666600545244
360,93.25,68.86000003662109,43.50000001017253
362,91.67,68.59999989013671,40.09999989827474
363,87.52,57.3999999633789,30.73333329264323
364,79.05,50.69999998779297,20.69999995422363
365,61.05,32.99999999084473,13.733333330790202
366,91.75,66.94000006103515,38.73333323160807
367,91.36,65.85999995117187,37.63333326212565
368,89.06,63.60000001220703,35.19999989827474
369,90.69,65.23999993896484,35.20000003051758
370,91.76,69.13999986572266,41.89999998982747
371,91.03,65.1199999572754,36.799999888102214
372,92.83,69.51999986572265,42.33333327229818
373,92.25,68.29999998779297,42.06666668701172
375,89.1,64.47999991455079,33.03333319091797
376,89.53,60.039999975585935,18.866666631062827
377,92.37,66.74000000610351,38.39999987792969
379,87.18,59.87999996337891,27.966666676839193
380,91.82,66.88000004882812,39.29999983723958
381,91.87,68.83999989013672,31.199999969482423
382,92.59,69.56000003662109,41.63333321126302
383,88.43,61.81999993286133,20.499999928792317
384,91.66,67.0400000366211,38.99999994913737
385,93.24,69.42000001220703,44.43333338419596
386,87.01,59.119999938964845,26.333333318074544
387,84.69,54.51999992675781,27.16666660563151
388,92.33,68.33999998779296,40.89999993896485
389,92.31,67.49999996337891,40.76666670735677
390,75.35,46.25999995727539,15.833333348592122
392,92.21,66.85999999389648,39.566666707356774
393,91.92,65.57999991455078,37.79999992879232
394,90.94,66.00000000610352,35.76666669718424
395,89.76,64.28000003662109,33.23333319091797
396,78.69,49.33999996948242,18.46666663614909
397,92.4,69.62000004882813,41.766666605631514
398,92.71,68.10000006103516,42.63333322143555
399,91.59,67.11999989013673,37.86666670735677
400,92.07,67.59999987792969,39.066666707356774
401,87.65,58.83999996337891,33.06666665649414
402,91.71,67.58000000610352,41.46666655476888
403,92.34,68.24000002441406,41.26666665649414
404,92.07,67.34,38.83333318074544
405,89.85,64.54000000610351,36.06666660563151
406,91.18,66.28,28.6
407,74.98,47.36000002441406,15.933333297729492
408,88.67,62.05999992675781,30.033333251953124
409,90.24,65.33999998779296,36.29999992879232
410,92.9,68.9600000366211,41.76666669718424
411,92.98,69.41999986572266,42.56666661580404
413,92.77,69.20000006103515,41.99999998982747
414,86.94,53.819999969482424,14.766666633605958
415,88.77,62.01999997558594,33.26666660054525
416,90.94,66.99999996337891,38.433333170572915
417,74.97,46.180000018310544,15.666666661580404
418,92.07,68.52,44.79999996948242
419,87.11,58.920000024414065,28.000000020345052
420,87.24,56.01999996948242,27.966666575113933
421,91.56,65.09999995727539,35.73333317057292
422,92.01,69.3200000366211,42.63333329264323
423,84.97,51.480000006103516,25.666666651407876
424,89.03,62.700000012207035,32.499999933878584
426,10.0,0.9999999988555908,0.8333333314259846
427,88.74,61.2,32.60000001017253
428,92.57,68.97999995117188,43.03333338419596
429,90.67,65.14000002441406,36.16666668701172
430,93.01,68.58,42.96666667683919
431,91.89,67.99999992675781,40.03333327229818
432,57.72,11.319999987792968,14.633333333333333
433,88.38,62.039999981689455,30.23333326212565
434,86.63,55.999999963378905,27.933333297729494
435,93.19,70.10000001220703,46.199999928792316
436,89.74,64.59999999389649,34.933333231608074
437,75.84,47.999999969482424,16.5666666208903
438,91.1,66.24,36.60000006103515
439,93.53,70.56,45.23333329264323
441,10.0,1.0,0.8333333326975505
442,75.33,46.780000024414065,16.366666648864747
444,91.99,67.95999995117188,40.86666663614909
445,89.39,64.52000004882812,34.46666664632161
446,93.12,70.13999995117187,44.93333333333333
447,88.75,61.63999993286133,29.566666636149087
448,92.22,68.59999993896484,36.5999999593099
449,85.72,52.55999993286133,25.89999992879232
450,91.39,66.21999995117187,41.800000010172525
451,91.2,64.65999995117187,37.00000006103516
452,84.45,56.93999995727539,17.89999998474121
453,92.19,67.69999997558594,39.5
454,92.62,68.03999995117188,42.16666651407878
455,92.84,69.54000001220703,43.36666658528646
456,91.66,66.51999998779297,39.533333231608076
457,88.33,59.079999993896486,30.999999918619793
458,92.39,69.01999992675782,40.73333325195313
459,92.02,66.40000000610351,39.9
460,92.07,68.17999991455078,39.69999990844727
461,91.15,66.33999997558594,39.133333190917966
462,88.87,63.120000048828125,33.866666687011715
463,92.15,65.77999997558594,37.96666657511393
464,86.58,57.41999992675781,28.19999995422363
465,70.96,39.42,18.633333353678385
466,93.16,69.6799999633789,43.63333329264323
467,78.9,44.780000018310545,25.166666681925456
468,85.35,52.95999993896484,25.66666660563151
469,92.43,67.73999993896484,39.666666666666664
470,91.79,67.71999989013672,39.13333317057292
471,92.15,67.06000001220703,39.49999993896484
472,91.74,67.63999995117187,38.83333337402344
473,89.79,64.58000001220704,32.49999986775716
474,85.91,56.49999995117187,25.533333287556967
475,84.24,55.759999993896486,25.4666666208903
476,91.46,65.09999991455078,40.16666662597656
477,86.37,58.05999995727539,23.53333334350586
479,90.76,66.6999999633789,38.56666660563151
480,92.96,68.66000006103516,40.59999987792969
481,86.71,53.56,27.499999918619793
482,88.16,58.500000018310544,12.433333300272624
483,90.1,64.78,35.8333332417806
484,91.94,66.52000006103516,37.13333337402344
485,90.19,67.77999997558594,37.23333325195313
486,91.87,68.05999995117187,39.733333221435544
487,93.05,70.09999993896484,44.73333332316081
488,91.91,67.09999986572265,38.39999984741211
489,88.94,63.14,32.63333322143555
491,92.98,70.75999989013673,44.66666661580404
492,92.07,66.28000006103515,38.89999996948242
493,90.19,65.21999993896485,35.63333329264323
494,79.03,50.15999996337891,17.13333334350586
495,91.82,68.09999992675782,40.06666662597656
496,91.39,66.05999992675781,38.6
497,93.41,70.51999987792969,42.89999990844726
498,57.73,11.880000001525879,14.633333305358887
499,90.95,64.89999991455078,37.79999993387858
500,91.84,66.82000001220703,38.5
501,79.05,51.46000001220703,21.29999994913737
502,85.18,51.5799999633789,26.199999928792316
503,91.79,67.30000006103515,40.09999989827474
504,90.35,65.89999993896484,35.90000006103516
505,89.93,64.54000000610351,33.83333329264323
506,92.88,68.56000003662109,42.533333241780596
507,91.8,66.33999991455079,39.566666697184246
508,91.94,67.34000002441407,39.26666657511393
509,92.0,67.75999992675781,38.73333331298828
510,92.83,67.95999998779297,42.433333282470706
511,90.27,64.0599999633789,35.53333331298828
512,87.18,58.88000001831055,17.733333323160807
513,89.51,65.65999995117187,36.800000061035156
514,91.83,66.97999990234375,38.89999990844726
515,91.56,67.89999995117188,38.73333330281576
516,86.62,54.16000001831055,27.066666610717775
517,91.92,67.00000000610352,40.36666660563151
518,92.33,68.45999993896484,40.93333332316081
519,90.3,64.13999996948242,36.46666659545898
520,92.39,69.01999991455078,41.9000000406901
521,58.81,32.91999999694824,13.033333320617675
522,90.97,65.72000004882813,35.96666664632161
523,88.27,62.08000002441406,31.566666666666666
524,92.17,68.49999991455078,41.066666646321615
525,92.04,67.91999996337891,38.73333323160807
526,87.58,59.099999969482425,33.96666661580404
527,92.61,68.35999998779297,42.733333201090495
528,86.94,56.67999993896484,31.13333332824707
529,89.88,64.79999993896485,33.99999993896484
530,72.91,44.359999963378904,14.099999997456868
532,88.51,63.43999995117188,33.63333326212565
533,88.29,62.2,32.10000002034505
534,91.86,66.88000001220703,39.29999990844727
535,92.16,68.87999986572265,42.33333337402344
536,92.52,68.29999996337891,40.33333321126302
537,87.37,60.93999996337891,30.43333331298828
538,87.99,59.840000006103516,33.86666664632161
539,93.1,69.39999998779297,43.89999992879232
540,10.0,0.9999999984741211,0.8333333326975505
541,93.88,70.77999987792968,43.83333331298828
544,88.77,64.59999995727539,33.7
545,10.0,0.9999999996185303,0.8333333333333334
546,85.15,57.75999994506836,23.533333282470704
547,92.34,68.35999989013672,41.099999979654946
548,92.18,68.75999993896484,42.500000020345055
549,91.06,64.63999996337891,37.79999986775716
550,88.9,62.87999998168945,33.36666664632161
551,92.88,68.99999996337891,42.53333321126302
552,10.0,1.0,0.8333333326975505
553,86.45,55.699999945068356,31.933333267211914
554,91.79,66.92000004882813,39.933333231608074
555,89.77,64.38000000610351,35.299999888102214
556,86.56,58.359999975585936,29.19999998474121
557,87.89,57.07999995117188,30.766666534423827
558,89.16,64.62000002441407,34.5999999593099
559,87.37,59.759999981689454,28.199999918619792
560,91.7,67.93999991455078,38.66666672770182
561,86.6,58.64000000610351,28.86666658528646
562,90.26,64.95999991455078,36.966666564941406
563,92.21,68.09999997558593,39.93333334350586
564,87.3,56.26000000610352,31.19999986775716
565,91.35,65.04000002441406,36.83333323160807
566,84.67,50.81999993896484,28.066666625976563
567,68.71,37.79999996948242,15.800000010172527
568,90.86,66.07999995117187,36.43333339436849
569,72.99,43.73999998168945,14.699999994913737
570,91.19,65.27999990234375,39.23333317057292
572,93.43,70.56000003662109,44.06666672770182
573,91.97,67.07999991455078,38.06666663614909
574,75.79,46.48000001831055,15.233333348592122
575,92.85,68.63999997558594,42.53333334350586
576,88.29,60.45999998779297,23.49999993387858
577,93.01,69.66000002441406,42.33333332316081
578,91.31,66.2599999633789,38.56666653442383
579,89.05,64.74000001220703,35.23333319091797
580,89.8,64.33999993896484,33.93333332316081
581,91.99,69.11999991455077,43.29999989827474
583,71.71,43.89999994506836,13.733333333333333
584,86.87,54.560000024414066,29.433333318074546
585,92.61,68.3800000366211,41.53333331298828
586,92.59,69.4399998779297,42.43333327229818
587,93.58,70.13999991455078,44.26666651407878
588,92.5,68.15999993896484,41.76666651407878
589,89.85,65.45999995117188,36.2
590,92.12,67.29999991455078,38.20000005086263
591,92.53,69.06000006103515,41.96666670735677
592,75.3,46.21999995727539,15.499999994913736
594,86.47,58.59999991455078,28.133333353678385
595,88.74,63.2800000366211,33.46666664632161
596,92.02,66.99999998779298,39.199999928792316
597,91.61,68.03999998779297,39.13333334350586
598,92.01,67.25999992675781,43.399999888102215
599,87.98,58.17999993896484,31.099999928792318
601,73.74,42.899999993896486,19.0666666208903
603,87.99,58.039999981689455,28.400000010172526
604,92.08,67.97999998779297,41.533333251953124
605,86.48,54.37999997558594,27.766666600545246
606,75.18,46.51999996948242,15.333333315531412
607,92.75,69.38000006103516,43.29999991861979
608,88.55,62.539999975585935,31.033333251953124
610,92.18,67.96000000610351,40.16666656494141
611,92.4,68.19999992675781,43.36666650390625
612,75.53,47.41999993286133,15.933333330790202
613,91.49,66.77999992675781,38.79999986775716
614,88.77,63.02,33.033333231608076
615,92.08,67.9400000366211,40.533333374023435
616,92.57,68.41999993896485,40.83333323160807
617,92.02,67.64,38.166666595458985
618,92.3,66.87999993896484,39.79999992879232
619,90.21,64.91999998779296,36.46666654459636
620,75.71,46.920000006103514,15.133333302815755
621,91.55,66.48,39.16666650390625
622,92.41,69.12000004882813,43.166666534423825
623,92.56,68.45999997558594,39.199999938964844
624,67.88,39.29999996948242,13.366666656494141
625,90.67,66.46000006103516,37.6
626,92.23,68.52000001220703,42.6333332417806
627,88.05,61.600000024414065,30.866666625976563
628,91.2,66.08000002441406,35.99999985758463
630,92.51,67.07999991455078,38.79999990844727
631,88.71,63.33999997558594,32.79999995422363
632,10.0,0.9999999996185303,0.8333333326975505
633,86.9,56.89999993286133,22.199999989827475
634,88.35,60.47999995727539,33.26666668701172
635,75.99,46.30000002441406,14.799999982198079
636,84.73,55.000000018310544,25.766666681925457
637,89.93,64.53999993896484,37.666666666666664
638,90.1,65.73999995117188,36.533333180745444
639,87.92,57.479999938964845,32.099999969482425
640,76.24,46.92000001220703,15.933333287556966
641,92.32,68.75999992675781,40.33333325195313
642,87.75,63.819999914550785,31.833333353678384
643,90.63,66.26,38.16666667683919
644,91.91,66.99999997558594,38.93333339436849
645,93.09,69.78000006103515,42.566666514078776
646,87.32,58.14000001220703,32.19999991861979
649,90.31,67.53999991455078,39.36666659545899
650,90.48,64.65999986572265,32.83333326212565
651,87.45,57.499999975585936,28.466666651407877
652,93.04,68.87999997558593,42.46666667683919
653,91.2,65.76,36.76666663614909
654,93.58,71.05999990234375,43.83333329264323
656,91.04,64.84000002441407,32.9333332010905
657,86.58,57.94000001831055,27.933333221435547
658,92.87,69.60000004882812,41.79999983723958
659,87.02,58.11999998168945,28.699999969482423
660,84.57,53.079999938964846,22.599999944051106
661,88.89,63.339999993896484,33.83333326721191
662,90.67,63.84000001220703,31.999999928792317
664,91.26,65.05999997558594,34.66666658528646
665,91.76,66.83999987792969,38.53333338419596
666,92.08,69.75999995117188,42.366666676839195
667,91.38,67.65999996337891,37.633333201090494
668,89.08,62.21999998779297,30.666666595458985
669,10.0,1.0,0.8333333333333334
670,88.73,63.29999995727539,32.26666659037272
671,86.52,57.380000012207034,22.53333336385091
672,92.76,68.73999998779297,42.26666650390625
673,87.28,58.739999951171875,31.500000020345052
674,75.85,46.95999994506836,16.433333302815754
675,67.6,37.52000001220703,12.766666648864746
676,84.98,57.76000001220703,20.66666660563151
677,75.63,46.84000002441406,16.366666664123535
678,91.91,68.37999995117187,41.09999986775716
679,91.82,67.68000002441406,38.16666669718425
680,92.38,68.42000006103515,45.26666662597656
683,73.2,36.559999951171875,17.266666676839193
684,93.59,70.23999995117188,43.63333335367839
685,90.08,64.18000000610351,37.033333363850915
686,91.84,68.47999986572266,39.86666650390625
687,86.07,53.99999995727539,27.699999923706056
689,92.82,69.95999987792969,44.066666575113935
691,89.46,63.179999975585936,36.366666687011715
692,93.29,69.25999995117188,43.66666663614909
693,69.87,40.320000024414064,13.599999979654948
694,91.18,65.3200000366211,36.400000020345054
696,87.47,57.21999996948242,31.599999923706054
698,92.55,68.78000002441406,40.09999983723959
699,93.62,72.23999991455078,44.66666655476888
700,91.81,67.13999998168946,39.8333332010905
701,89.24,62.080000036621094,32.13333334350586
